Loai,So,DungBoi_Linux,JX1_DangDungChoGi,MucDo,CachXuLy,PhamVi
LADDER,10182 / 10186,"[phonglangdo+vuotai] STORM_LADDERID_WEEK1 / _MONTH - event\storm\head.lua:55,59","JX1 DA CO y het: script\event\storm\function.lua:240,242,428,430",TRUNG NHE,Giu nguyen (tep storm da port),HO TRO
LEAGUE TYPE,500 (RELAYTASK_LEAGUEID),[vuotai] script\lib\gb_taskfuncs.lua:11 - khong gian ten cua gb_GetTask/gb_SetTask,"JX1 dung DUNG so 500 o ca 3 ban: script\gb_taskfuncs.lua:10, script\lib\gb_taskfuncs.lua:11, scriptjx2\lib\gb_taskfuncs.lua:11",TRUNG NHE,Giu nguyen (cung he),HO TRO
MAP,336,[phonglangdo] northMAP = 336 (bo Bac) - fld_head.lua:14,JX1 co map 336 trong MapList (Phong Lang do); 135 lan xuat hien trong script JX1 (chu yeu la traps/thanh thi),TRUNG NHE,Giu nguyen; kiem lai trap doi chieu truoc khi mo mission,LOI
MAP,957,[vuotai] CHUANGGUAN30_MAP_ID = 957 (Mat Phong cua ai) - include.lua:27; chuangguang30.lua:260,JX1: co trong MapList.ini nhung THIEU trong WorldSet cua GameServer (theo map_can_them.csv vong 1); script JX1 chi cham 957 o item\lenhbaiadmin.lua:270 (NewWorld cua GM),TRUNG NHE,Them 957 vao WorldSet GameServer; giu nguyen so,LOI
MISSION_VALUE,"1,2,3 (MS_STATE / MS_TIMEACC_1MIN / MS_TIMEACC_20SEC)","[phonglangdo] fld_head.lua:28-30, doc/ghi bang GetMissionV/SetMissionV","JX1: o MissionV la CUA TUNG SUBWORLD chu khong phai tung mission (ScriptFuns.cpp:11007,11049 SubWorld[idx].m_MissionArray.SetMission/GetMissionValue), tran 100 (KMissionArray.h:7 MAX_MISSIONARRAY_VALUE_COUNT=100). JX1 cung dung MS_STATE=1 o bwhead.lua:27, citywar_arena\head.lua:15, citywar_city\head.lua:31",TRUNG NHE,"Khong dung nhau vi khac map, NHUNG neu hai mission cung chay tren MOT map thi de len nhau. Kiem lai khi mo Phong Lang Do JX2 tren 337/338/339 (PLD VN cung o do).",LOI
NPC_TPL,1000,"[vuotai] npcs.txt ban Linux dong 1001 = ""(sơ cấp) tiểu Boss nam 7""","JX1 settings\npcs.txt dong 1001 = ""(sơ cấp) tiểu Boss nam 7"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1001,"[vuotai] npcs.txt ban Linux dong 1002 = ""(sơ cấp) tiểu Boss nam 8""","JX1 settings\npcs.txt dong 1002 = ""(sơ cấp) tiểu Boss nam 8"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1002,"[vuotai] npcs.txt ban Linux dong 1003 = ""(sơ cấp) tiểu Boss nữ 1""","JX1 settings\npcs.txt dong 1003 = ""(sơ cấp) tiểu Boss nữ 1"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1003,"[vuotai] npcs.txt ban Linux dong 1004 = ""(sơ cấp) tiểu Boss nữ 2""","JX1 settings\npcs.txt dong 1004 = ""(sơ cấp) tiểu Boss nữ 2"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1004,"[vuotai] npcs.txt ban Linux dong 1005 = ""(sơ cấp) tiểu Boss nữ 3""","JX1 settings\npcs.txt dong 1005 = ""(sơ cấp) tiểu Boss nữ 3"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1005,"[vuotai] npcs.txt ban Linux dong 1006 = ""(sơ cấp) tiểu Boss nữ 4""","JX1 settings\npcs.txt dong 1006 = ""(sơ cấp) tiểu Boss nữ 4"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1006,"[vuotai] npcs.txt ban Linux dong 1007 = ""(sơ cấp) đại Boss""","JX1 settings\npcs.txt dong 1007 = ""(sơ cấp) đại Boss"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1007,"[vuotai] npcs.txt ban Linux dong 1008 = ""(cao cấp) Sương Đao""","JX1 settings\npcs.txt dong 1008 = ""(cao cấp) Sương Đao"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1008,"[vuotai] npcs.txt ban Linux dong 1009 = ""(cao cấp) Phi Sa""","JX1 settings\npcs.txt dong 1009 = ""(cao cấp) Phi Sa"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1009,"[vuotai] npcs.txt ban Linux dong 1010 = ""(cao cấp) Sương Liêm""","JX1 settings\npcs.txt dong 1010 = ""(cao cấp) Sương Liêm"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1010,"[vuotai] npcs.txt ban Linux dong 1011 = ""(cao cấp) Thừa Phong""","JX1 settings\npcs.txt dong 1011 = ""(cao cấp) Thừa Phong"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1011,"[vuotai] npcs.txt ban Linux dong 1012 = ""(cao cấp) Thủy Quỷ""","JX1 settings\npcs.txt dong 1012 = ""(cao cấp) Thủy Quỷ"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1012,"[vuotai] npcs.txt ban Linux dong 1013 = ""(cao cấp) Thần Tý""","JX1 settings\npcs.txt dong 1013 = ""(cao cấp) Thần Tý"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1013,"[vuotai] npcs.txt ban Linux dong 1014 = ""(cao cấp) Tranh Hán""","JX1 settings\npcs.txt dong 1014 = ""(cao cấp) Tranh Hán"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1014,"[vuotai] npcs.txt ban Linux dong 1015 = ""(cao cấp) Phá Lang""","JX1 settings\npcs.txt dong 1015 = ""(cao cấp) Phá Lang"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1015,"[vuotai] npcs.txt ban Linux dong 1016 = ""(cao cấp) ảnh Côn""","JX1 settings\npcs.txt dong 1016 = ""(cao cấp) ảnh Côn"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1016,"[vuotai] npcs.txt ban Linux dong 1017 = ""(cao cấp) Đao Tử""","JX1 settings\npcs.txt dong 1017 = ""(cao cấp) Đao Tử"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1017,"[vuotai] npcs.txt ban Linux dong 1018 = ""(cao cấp) Lang Bổng""","JX1 settings\npcs.txt dong 1018 = ""(cao cấp) Lang Bổng"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1018,"[vuotai] npcs.txt ban Linux dong 1019 = ""(cao cấp) Hắc Cân""","JX1 settings\npcs.txt dong 1019 = ""(cao cấp) Hắc Cân"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1019,"[vuotai] npcs.txt ban Linux dong 1020 = ""(cao cấp) Chú thuật quái""","JX1 settings\npcs.txt dong 1020 = ""(cao cấp) Chú thuật quái"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1020,"[vuotai] npcs.txt ban Linux dong 1021 = ""(cao cấp) npc té ngã""","JX1 settings\npcs.txt dong 1021 = ""(cao cấp) npc té ngã"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1021,"[vuotai] npcs.txt ban Linux dong 1022 = ""(cao cấp) npc hôn mê""","JX1 settings\npcs.txt dong 1022 = ""(cao cấp) npc hôn mê"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1022,"[vuotai] npcs.txt ban Linux dong 1023 = ""(cao cấp) npc giảm tốc""","JX1 settings\npcs.txt dong 1023 = ""(cao cấp) npc giảm tốc"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1023,"[vuotai] npcs.txt ban Linux dong 1024 = ""(cao cấp) npc Chú thuật""","JX1 settings\npcs.txt dong 1024 = ""(cao cấp) npc Chú thuật"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1024,"[vuotai] npcs.txt ban Linux dong 1025 = ""(cao cấp) npc siêu mạnh""","JX1 settings\npcs.txt dong 1025 = ""(cao cấp) npc siêu mạnh"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1025,"[vuotai] npcs.txt ban Linux dong 1026 = ""(cao cấp) npc phản đòn""","JX1 settings\npcs.txt dong 1026 = ""(cao cấp) npc phản đòn"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1026,"[vuotai] npcs.txt ban Linux dong 1027 = ""(cao cấp) tiểu Boss nam 1""","JX1 settings\npcs.txt dong 1027 = ""(cao cấp) tiểu Boss nam 1"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1027,"[vuotai] npcs.txt ban Linux dong 1028 = ""(cao cấp) tiểu Boss nam 2""","JX1 settings\npcs.txt dong 1028 = ""(cao cấp) tiểu Boss nam 2"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1028,"[vuotai] npcs.txt ban Linux dong 1029 = ""(cao cấp) tiểu Boss nam 3""","JX1 settings\npcs.txt dong 1029 = ""(cao cấp) tiểu Boss nam 3"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1029,"[vuotai] npcs.txt ban Linux dong 1030 = ""(cao cấp) tiểu Boss nam 4""","JX1 settings\npcs.txt dong 1030 = ""(cao cấp) tiểu Boss nam 4"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1030,"[vuotai] npcs.txt ban Linux dong 1031 = ""(cao cấp) tiểu Boss nam 5""","JX1 settings\npcs.txt dong 1031 = ""(cao cấp) tiểu Boss nam 5"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1031,"[vuotai] npcs.txt ban Linux dong 1032 = ""(cao cấp) tiểu Boss nam 6""","JX1 settings\npcs.txt dong 1032 = ""(cao cấp) tiểu Boss nam 6"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1035,"[vuotai] npcs.txt ban Linux dong 1036 = ""(cao cấp) tiểu Boss nữ 2""","JX1 settings\npcs.txt dong 1036 = ""(cao cấp) tiểu Boss nữ 2"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1036,"[vuotai] npcs.txt ban Linux dong 1037 = ""(cao cấp) tiểu Boss nữ 3""","JX1 settings\npcs.txt dong 1037 = ""(cao cấp) tiểu Boss nữ 3"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1037,"[vuotai] npcs.txt ban Linux dong 1038 = ""(cao cấp) tiểu Boss nữ 4""","JX1 settings\npcs.txt dong 1038 = ""(cao cấp) tiểu Boss nữ 4"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1038,"[vuotai] npcs.txt ban Linux dong 1039 = ""(cao cấp) đại Boss""","JX1 settings\npcs.txt dong 1039 = ""(cao cấp) đại Boss"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1673,"[vuotai] npcs.txt ban Linux dong 1674 = ""Nhiếp Thí Trần""","JX1 settings\npcs.txt dong 1674 = ""Nhiếp Thí Trần"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1674,"[vuotai] npcs.txt ban Linux dong 1675 = ""Vượt ải_Cổ Bách""","JX1 settings\npcs.txt dong 1675 = ""Vượt ải_Cổ Bách"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1675,"[vuotai] npcs.txt ban Linux dong 1676 = ""Vượt ải_Huyền Giác Đại Sư""","JX1 settings\npcs.txt dong 1676 = ""Vượt ải_Huyền Giác Đại Sư"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1676,"[vuotai] npcs.txt ban Linux dong 1677 = ""Vượt ải_Đường Bất Nhiễm""","JX1 settings\npcs.txt dong 1677 = ""Vượt ải_Đường Bất Nhiễm"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1677,"[vuotai] npcs.txt ban Linux dong 1678 = ""Vượt ải_Lam Y Y""","JX1 settings\npcs.txt dong 1678 = ""Vượt ải_Lam Y Y"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1678,"[vuotai] npcs.txt ban Linux dong 1679 = ""Vượt ải _Thanh Hiểu Sư Thái""","JX1 settings\npcs.txt dong 1679 = ""Vượt ải _Thanh Hiểu Sư Thái"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1679,"[vuotai] npcs.txt ban Linux dong 1680 = ""Vượt ải_Chung Linh Tú""","JX1 settings\npcs.txt dong 1680 = ""Vượt ải_Chung Linh Tú"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1680,"[vuotai] npcs.txt ban Linux dong 1681 = ""Vượt ải_Hà Nhân Ngả""","JX1 settings\npcs.txt dong 1681 = ""Vượt ải_Hà Nhân Ngả"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1681,"[vuotai] npcs.txt ban Linux dong 1682 = ""Vượt ải _Đoan Mộc Duệ""","JX1 settings\npcs.txt dong 1682 = ""Vượt ải _Đoan Mộc Duệ"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1682,"[vuotai] npcs.txt ban Linux dong 1683 = ""Vượt ải_Đạo Thanh Chân Nhân""","JX1 settings\npcs.txt dong 1683 = ""Vượt ải_Đạo Thanh Chân Nhân"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1683,"[vuotai] npcs.txt ban Linux dong 1684 = ""Vượt ải _Toàn Cơ Tử""","JX1 settings\npcs.txt dong 1684 = ""Vượt ải _Toàn Cơ Tử"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1684,"[vuotai] npcs.txt ban Linux dong 1685 = ""Vượt ải_Người tiếp dẫn Mật Phòng""","JX1 settings\npcs.txt dong 1685 = ""Vượt ải_Người tiếp dẫn Mật Phòng"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,1692,"[phonglangdo] npcs.txt ban Linux dong 1693 = ""Thủy Tặc Đại Đầu Lĩnh.""","JX1 settings\npcs.txt dong 1693 = ""Thủy Tặc Đại Đầu Lĩnh."" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,511,"[phonglangdo] npcs.txt ban Linux dong 512 = ""Trương Tông Chính""","JX1 settings\npcs.txt dong 512 = ""Trương Tông Chính"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,513,"[phonglangdo] npcs.txt ban Linux dong 514 = ""Diệu Như""","JX1 settings\npcs.txt dong 514 = ""Diệu Như"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,724,"[phonglangdo] npcs.txt ban Linux dong 725 = ""Thủy tặc""","JX1 settings\npcs.txt dong 725 = ""Thủy tặc"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,725,"[phonglangdo] npcs.txt ban Linux dong 726 = ""Boss Thủy tặc đầu lĩnh""","JX1 settings\npcs.txt dong 726 = ""Boss Thủy tặc đầu lĩnh"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,761,"[satthu] npcs.txt ban Linux dong 762 = ""Nhiệm vụ sát thủ cấp 20""","JX1 settings\npcs.txt dong 762 = ""Nhiệm vụ sát thủ cấp 20"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,762,"[satthu] npcs.txt ban Linux dong 763 = ""Nhiệm vụ sát thủ cấp 30""","JX1 settings\npcs.txt dong 763 = ""Nhiệm vụ sát thủ cấp 30"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,763,"[satthu] npcs.txt ban Linux dong 764 = ""Nhiệm vụ sát thủ cấp 40""","JX1 settings\npcs.txt dong 764 = ""Nhiệm vụ sát thủ cấp 40"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,764,"[satthu] npcs.txt ban Linux dong 765 = ""Nhiệm vụ sát thủ cấp 50""","JX1 settings\npcs.txt dong 765 = ""Nhiệm vụ sát thủ cấp 50"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,765,"[satthu] npcs.txt ban Linux dong 766 = ""Nhiệm vụ sát thủ cấp 60""","JX1 settings\npcs.txt dong 766 = ""Nhiệm vụ sát thủ cấp 60"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,766,"[satthu] npcs.txt ban Linux dong 767 = ""Nhiệm vụ sát thủ cấp 70""","JX1 settings\npcs.txt dong 767 = ""Nhiệm vụ sát thủ cấp 70"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,767,"[satthu] npcs.txt ban Linux dong 768 = ""Nhiệm vụ sát thủ cấp 80""","JX1 settings\npcs.txt dong 768 = ""Nhiệm vụ sát thủ cấp 80"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,768,"[satthu] npcs.txt ban Linux dong 769 = ""Nhiệm vụ sát thủ cấp 90""","JX1 settings\npcs.txt dong 769 = ""Nhiệm vụ sát thủ cấp 90"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,770,"[satthu] npcs.txt ban Linux dong 771 = ""Nhiệm vụ sát thủ cấp 201""","JX1 settings\npcs.txt dong 771 = ""Nhiệm vụ sát thủ cấp 201"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,771,"[satthu] npcs.txt ban Linux dong 772 = ""Nhiệm vụ sát thủ cấp 202""","JX1 settings\npcs.txt dong 772 = ""Nhiệm vụ sát thủ cấp 202"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,772,"[satthu] npcs.txt ban Linux dong 773 = ""Nhiệm vụ sát thủ cấp 203""","JX1 settings\npcs.txt dong 773 = ""Nhiệm vụ sát thủ cấp 203"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,773,"[satthu] npcs.txt ban Linux dong 774 = ""Nhiệm vụ sát thủ cấp 301""","JX1 settings\npcs.txt dong 774 = ""Nhiệm vụ sát thủ cấp 301"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,774,"[satthu] npcs.txt ban Linux dong 775 = ""Nhiệm vụ sát thủ cấp 302""","JX1 settings\npcs.txt dong 775 = ""Nhiệm vụ sát thủ cấp 302"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,775,"[satthu] npcs.txt ban Linux dong 776 = ""Nhiệm vụ sát thủ cấp 303""","JX1 settings\npcs.txt dong 776 = ""Nhiệm vụ sát thủ cấp 303"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,776,"[satthu] npcs.txt ban Linux dong 777 = ""Nhiệm vụ sát thủ cấp 304""","JX1 settings\npcs.txt dong 777 = ""Nhiệm vụ sát thủ cấp 304"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,777,"[satthu] npcs.txt ban Linux dong 778 = ""Nhiệm vụ sát thủ cấp 401""","JX1 settings\npcs.txt dong 778 = ""Nhiệm vụ sát thủ cấp 401"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,778,"[satthu] npcs.txt ban Linux dong 779 = ""Nhiệm vụ sát thủ cấp 402""","JX1 settings\npcs.txt dong 779 = ""Nhiệm vụ sát thủ cấp 402"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,779,"[satthu] npcs.txt ban Linux dong 780 = ""Nhiệm vụ sát thủ cấp 403""","JX1 settings\npcs.txt dong 780 = ""Nhiệm vụ sát thủ cấp 403"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,780,"[satthu] npcs.txt ban Linux dong 781 = ""Nhiệm vụ sát thủ cấp 404""","JX1 settings\npcs.txt dong 781 = ""Nhiệm vụ sát thủ cấp 404"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,781,"[satthu] npcs.txt ban Linux dong 782 = ""Nhiệm vụ sát thủ cấp 405""","JX1 settings\npcs.txt dong 782 = ""Nhiệm vụ sát thủ cấp 405"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,782,"[satthu] npcs.txt ban Linux dong 783 = ""Nhiệm vụ sát thủ cấp 501""","JX1 settings\npcs.txt dong 783 = ""Nhiệm vụ sát thủ cấp 501"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,783,"[satthu] npcs.txt ban Linux dong 784 = ""Nhiệm vụ sát thủ cấp 502""","JX1 settings\npcs.txt dong 784 = ""Nhiệm vụ sát thủ cấp 502"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,784,"[satthu] npcs.txt ban Linux dong 785 = ""Nhiệm vụ sát thủ cấp 503""","JX1 settings\npcs.txt dong 785 = ""Nhiệm vụ sát thủ cấp 503"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,785,"[satthu] npcs.txt ban Linux dong 786 = ""Nhiệm vụ sát thủ cấp 504""","JX1 settings\npcs.txt dong 786 = ""Nhiệm vụ sát thủ cấp 504"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,786,"[satthu] npcs.txt ban Linux dong 787 = ""Nhiệm vụ sát thủ cấp 505""","JX1 settings\npcs.txt dong 787 = ""Nhiệm vụ sát thủ cấp 505"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,787,"[satthu] npcs.txt ban Linux dong 788 = ""Nhiệm vụ sát thủ cấp 506""","JX1 settings\npcs.txt dong 788 = ""Nhiệm vụ sát thủ cấp 506"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,788,"[satthu] npcs.txt ban Linux dong 789 = ""Nhiệm vụ sát thủ cấp 601""","JX1 settings\npcs.txt dong 789 = ""Nhiệm vụ sát thủ cấp 601"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,789,"[satthu] npcs.txt ban Linux dong 790 = ""Nhiệm vụ sát thủ cấp 602""","JX1 settings\npcs.txt dong 790 = ""Nhiệm vụ sát thủ cấp 602"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,790,"[satthu] npcs.txt ban Linux dong 791 = ""Nhiệm vụ sát thủ cấp 603""","JX1 settings\npcs.txt dong 791 = ""Nhiệm vụ sát thủ cấp 603"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,791,"[satthu] npcs.txt ban Linux dong 792 = ""Nhiệm vụ sát thủ cấp 604""","JX1 settings\npcs.txt dong 792 = ""Nhiệm vụ sát thủ cấp 604"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,792,"[satthu] npcs.txt ban Linux dong 793 = ""Nhiệm vụ sát thủ cấp 605""","JX1 settings\npcs.txt dong 793 = ""Nhiệm vụ sát thủ cấp 605"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,793,"[satthu] npcs.txt ban Linux dong 794 = ""Nhiệm vụ sát thủ cấp 606""","JX1 settings\npcs.txt dong 794 = ""Nhiệm vụ sát thủ cấp 606"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,794,"[satthu] npcs.txt ban Linux dong 795 = ""Nhiệm vụ sát thủ cấp 607""","JX1 settings\npcs.txt dong 795 = ""Nhiệm vụ sát thủ cấp 607"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,795,"[satthu] npcs.txt ban Linux dong 796 = ""Nhiệm vụ sát thủ cấp 701""","JX1 settings\npcs.txt dong 796 = ""Nhiệm vụ sát thủ cấp 701"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,796,"[satthu] npcs.txt ban Linux dong 797 = ""Nhiệm vụ sát thủ cấp 702""","JX1 settings\npcs.txt dong 797 = ""Nhiệm vụ sát thủ cấp 702"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,797,"[satthu] npcs.txt ban Linux dong 798 = ""Nhiệm vụ sát thủ cấp 703""","JX1 settings\npcs.txt dong 798 = ""Nhiệm vụ sát thủ cấp 703"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,798,"[satthu] npcs.txt ban Linux dong 799 = ""Nhiệm vụ sát thủ cấp 704""","JX1 settings\npcs.txt dong 799 = ""Nhiệm vụ sát thủ cấp 704"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,799,"[satthu] npcs.txt ban Linux dong 800 = ""Nhiệm vụ sát thủ cấp 705""","JX1 settings\npcs.txt dong 800 = ""Nhiệm vụ sát thủ cấp 705"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,800,"[satthu] npcs.txt ban Linux dong 801 = ""Nhiệm vụ sát thủ cấp 706""","JX1 settings\npcs.txt dong 801 = ""Nhiệm vụ sát thủ cấp 706"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,801,"[satthu] npcs.txt ban Linux dong 802 = ""Nhiệm vụ sát thủ cấp 707""","JX1 settings\npcs.txt dong 802 = ""Nhiệm vụ sát thủ cấp 707"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,802,"[satthu] npcs.txt ban Linux dong 803 = ""Nhiệm vụ sát thủ cấp 708""","JX1 settings\npcs.txt dong 803 = ""Nhiệm vụ sát thủ cấp 708"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,803,"[satthu] npcs.txt ban Linux dong 804 = ""Nhiệm vụ sát thủ cấp 801""","JX1 settings\npcs.txt dong 804 = ""Nhiệm vụ sát thủ cấp 801"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,804,"[satthu] npcs.txt ban Linux dong 805 = ""Nhiệm vụ sát thủ cấp 802""","JX1 settings\npcs.txt dong 805 = ""Nhiệm vụ sát thủ cấp 802"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,805,"[satthu] npcs.txt ban Linux dong 806 = ""Nhiệm vụ sát thủ cấp 803""","JX1 settings\npcs.txt dong 806 = ""Nhiệm vụ sát thủ cấp 803"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,806,"[satthu] npcs.txt ban Linux dong 807 = ""Nhiệm vụ sát thủ cấp 804""","JX1 settings\npcs.txt dong 807 = ""Nhiệm vụ sát thủ cấp 804"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,807,"[satthu] npcs.txt ban Linux dong 808 = ""Nhiệm vụ sát thủ cấp 805""","JX1 settings\npcs.txt dong 808 = ""Nhiệm vụ sát thủ cấp 805"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,808,"[satthu] npcs.txt ban Linux dong 809 = ""Nhiệm vụ sát thủ cấp 806""","JX1 settings\npcs.txt dong 809 = ""Nhiệm vụ sát thủ cấp 806"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,809,"[satthu] npcs.txt ban Linux dong 810 = ""Nhiệm vụ sát thủ cấp 807""","JX1 settings\npcs.txt dong 810 = ""Nhiệm vụ sát thủ cấp 807"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,810,"[satthu] npcs.txt ban Linux dong 811 = ""Nhiệm vụ sát thủ cấp 808""","JX1 settings\npcs.txt dong 811 = ""Nhiệm vụ sát thủ cấp 808"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
